title,authors,numPages,publicationDate,publisher,price
The Aeneid (Verse Translation),Virgil/Rolfe Humphries,368,1/15/1987,Prentice Hall/Scribner/Macmillan,60.75
The Iliad,Homer/Andrew Lang,542,9/1/2011,Collector's Library,25.78
War and the Iliad,Simone Weil/Rachel Bespaloff/Mary McCarthy/Christopher E.G. Benfey/Hermann Broch,121,3/31/2005,NYRB Classics,5.49
The Iliad,Homer/Victor G. Ambrus/Nick McCarty,95,9/15/2000,Kingfisher,9.48
Trojan Odyssey (Dirk Pitt  #17),Clive Cussler,463,12/1/2004,G.P. Putnam's Sons,67.05
The Divine Comedy II: Purgatory,Dante Alighieri/Dorothy L. Sayers/C.W. Scott-Giles,388,8/30/1981,Penguin Classics,54.99
The Divine Comedy,Dante Alighieri/C.H. Sisson/David H. Higgins,735,6/18/1998,Oxford University Press,66.41
Paradiso (The Divine Comedy  #3),Dante Alighieri/Dorothy L. Sayers/Barbara Reynolds,400,7/30/1962,Penguin Classics,20.41
Modern Reader's Guide to Dante's the Divine Comedy,Joseph Gallagher,256,5/10/1999,Liguori Publications,70.08
The Canterbury Tales,Geoffrey Chaucer/Nevill Coghill,489,7/30/1970,Penguin Books,30.62
The Canterbury Tales: Fifteen Tales and the General Prologue,Geoffrey Chaucer/V.A. Kolve/Glending Olson,600,8/1/2005,W. W. Norton & Company,5.42
Fanning the Flame: Bible  Cross  and Mission,Chris    Green/Chris Wright/Paul Douglas Gardner,336,6/17/2003,Zondervan,33.14
From the Earth to the Moon (Extraordinary Voyages  #4),Jules Verne,136,10/1/2006,Aegypan,8.15
The Mammoth Book of New Jules Verne Adventures: Return to the Center of the Earth and Other Extraordinary Voyages  New Tales by the Heirs of Jules Verne,Mike Ashley/Eric Brown/Keith Brooke/Johan Heliot/Kevin J. Anderson/Sarah A. Hoyt/Justina Robson/Adam Roberts/Paul Di Filippo/Tim Lebbon/Molly Brown/Tony Ballantyne/Stephen Baxter/Richard A. Lupoff/Sharan Newman/Michael Pagel/Liz Williams/Brian Stableford/James Lovegrove/Ian Watson/Peter Criwther/Laurent Genefirt/F. Gwynplaine MacIntyre/Michael Mallory,498,2/15/2005,Running Press,98.04
Journey to the Center of the Earth (Extraordinary Voyages  #3),Jules Verne,240,4/25/2006,Bantam,57.37
20 000 Leagues Under The Sea,Pauline Francis/Jules Verne,48,8/1/2004,Evans Brothers,39.96
The Mysterious Island (Extraordinary Voyages  #12),Jules Verne/Caleb Carr/Jordan Stump,723,4/27/2004,Modern Library,89.89
The Lighthouse at the End of the World,Jules Verne,260,3/20/2001,Fredonia Books (NL),84.71
The World of Jules Verne,Gonzague Saint Bris/Arthur C. Clarke/Stéphane Heuet/Helen Marx/Saint-Bris Gonzague,85,11/1/2006,Helen Marx Books,80
The End of Nana Sahib: The Steam House (Extraordinary Voyages  #20),Jules Verne/Agnes D. Kingston,276,7/19/2003,Fredonia Books (NL),85.02
Around the World in Eighty Days,Jules Verne/Herbert R. Lottman/Jacqueline Rogers,236,6/7/2005,Signet,23.27
Around the World in Eighty Days,Jules Verne/George M. Towle/Bruce Sterling,211,12/30/2003,Modern Library,14.56
The Mysterious Island,Jules Verne/Jordan Stump/Caleb Carr,630,12/10/2002,Modern Library,49.59
Adrift in the Pacific: Two Years Holiday (Extraordinary Voyages  #32),Jules Verne,300,4/24/2003,Fredonia Books (NL),80.01
Final Payments,Mary Gordon,304,6/6/2006,Anchor,62.03
Sliver of Truth (Ridley Jones #2),Lisa Unger,308,1/2/2007,Shaye Areheart Books,73.52
The Mothman Prophecies,John A. Keel,352,3/7/2002,Hodder & Stoughton,55.52
Intimate Communion: Awakening Your Sexual Essence,David Deida/Lorrie Bortner,270,11/1/1995,Health Communications,32.13
Letter to a Man in the Fire: Does God Exist and Does He Care?,Reynolds Price,112,10/17/2000,Scribner,90.2
The Promise of Rest,Reynolds Price/Mary Bess Engel,368,11/5/1996,Scribner,10.99
Perfect Match,Jodi Picoult,368,5/1/2002,Atria Books,63.93
Demon Box,Ken Kesey,400,8/4/1987,Penguin Books,24.49
Sailor Song,Ken Kesey,533,7/1/1993,Penguin Books,44.12
On the Bus: The Complete Guide to the Legendary Trip of Ken Kesey and the Merry Pranksters and the Birth of Counterculture,Paul Perry/Ken Babbs,205,1/7/1997,Running Press,57.6
The Further Inquiry,Ken Kesey/Ron Bevirt,215,10/1/1990,Viking Books,1.45
Goodnight Moon,Margaret Wise Brown/Clement Hurd,32,1/23/2007,HarperCollins,40.69
Goodnight Moon 123: A Counting Book (Over the Moon),Margaret Wise Brown/Clement Hurd,32,7/1/2007,HarperCollins Publishers,82.66
New Rules: Polite Musings from a Timid Observer,Bill Maher,304,7/26/2005,Rodale Books,92.37
True Story,Bill Maher,304,10/1/2005,Simon  Schuster,48.63
Does Anybody Have a Problem With That? The Best of Politically Incorrect,Bill Maher,288,5/20/1997,Ballantine Books,69.21
The Outsiders,S.E. Hinton,218,3/6/2003,Puffin Group,59.56
Outsiders Within: Writing on Transracial Adoption,Jane Jeong Trenka/Julia Chinyere Oparah,300,8/1/2006,South End Press,83.53
Outsiders  Vol. 5: The Good Fight,Judd Winick/Matthew Clark/Art Thibert/Pop Mhan/Ron Randall,192,1/3/2007,DC Comics,13.17
Sister Outsider: Essays and Speeches,Audre Lorde,190,6/1/1984,Crossing Press,84.41
Caramelo,Sandra Cisneros,441,9/9/2003,Vintage,45.22
The House on Mango Street,Sandra Cisneros,2,8/30/2005,Random House Audio,92.64
Selections from Homer’s Iliad,Homer/Allen Rogers Benner/Mark W. Edwards,522,12/15/2001,University of Oklahoma Press,75.27
The Merchant of Venice,William Shakespeare,240,4/7/2005,Penguin Classics,86.75
Nancy Drew: Girl Detective: #1-4,Carolyn Keene,640,10/1/2004,Aladdin,83.38
Nancy's Mysterious Letter (Nancy Drew Mystery Stories  #8),Carolyn Keene/Walter Karig,210,4/1/1996,Applewood Books,77.83
The Secret of the Old Clock (Nancy Drew Mystery Stories  #1),Carolyn Keene/Russell H. Tandy/Sara Paretsky,210,9/1/1991,Applewood Books,96.92
The Mystery at the Moss-covered Mansion (Nancy Drew Mystery Stories  #18),Carolyn Keene/Russell H. Tandy/Mildred Benson,215,2/1/2003,Applewood Books,69.26
The Mystery of the Brass-Bound Trunk (Nancy Drew Mystery Stories  #17),Carolyn Keene/Mildred Benson,228,12/1/2001,Applewood Books,58.4
The Mantle of the Prophet: Religion and Politics in Iran,Roy Mottahedeh,416,8/15/2000,One World (UK),41.09
The Greatest Generation,Tom Brokaw,464,5/1/2001,Random House Trade Paperbacks,13.71
Maverick: The Success Story Behind the World's Most Unusual Workplace,Ricardo Semler,336,9/6/2001,Random House,38.74
Weekend Warriors (Sisterhood  #1),Fern Michaels,304,7/1/2004,Kensington,79.83
The Weekend Novelist,Robert J. Ray/Bret Norris,266,4/1/2005,Billboard Books,83.72
The Week-End Book,Francis Meynell/John Julius Norwich/Francis Maynell,368,5/4/2006,Harry N. Abrams,79.11
North Carolina Weekends,Lynn Setzer,353,10/1/2003,John F. Blair  Publisher,37.69
Far from the Madding Crowd,Thomas Hardy/Margaret Drabble,465,12/11/2001,Modern Library,50.7
Selected Poems,Thomas Hardy/Robert Mezey,320,12/1/1998,Penguin Books,83.47
Selected Poetry,Thomas Hardy/Samuel Hynes,304,5/6/1999,Oxford University Press,88.18
Underworld (Underworld  #1),Greg Cox/Danny McBride/Len Wiseman/Kevin Grevioux,384,8/26/2003,Pocket Star Books,28.65
Underworld: The Mysterious Origins of Civilization,Graham Hancock,784,10/28/2003,Three Rivers Press,33.26
The Dream and the Underworld,James Hillman,256,7/25/1979,William Morrow Paperbacks,93.22
Underworld (Star Wars: The Last of the Jedi  #3),Jude Watson,160,12/1/2005,Scholastic Paperbacks,24.32
Star Wars: Underworld - The Yavin Vassilika,Mike Kennedy/Carlos Meglia,120,10/16/2001,Dark Horse Books,17.05
Underworld: Blood Enemy (Underworld  #2),Greg Cox/Len Wiseman/Kevin Grevioux,310,11/30/2004,Pocket Star,50.15
Queen of the Underworld,Gail Godwin,368,1/30/2007,Ballantine Books,21.2
Ve  perro ¡Ve!,P.D. Eastman/Adolfo Pérez Perdomo,24,2/25/2003,Random House Para Ninos,58.32
Murder in the Cathedral,T.S. Eliot,148,3/18/1964,Harcourt  Brace Jovanovich/Harvest,84.15
Cathedral  Forge  and Waterwheel: Technology and Invention in the Middle Ages,Frances Gies/Joseph Gies,368,1/1/1995,Harper Perennial,38.01
L'Équilibre du monde,Rohinton Mistry/Françoise Adelstain,890,6/20/2001,Le Livre de Poche,38.33
In the Kitchen with Rosie: Oprah's Favorite Recipes,Rosie Daley/Oprah Winfrey,142,4/16/1994,Knopf,6.81
King Richard II,William Shakespeare/Andrew Gurr,252,5/5/2003,Cambridge University Press,67.25
King Richard II,William Shakespeare/Charles R. Forker,593,3/21/2002,Bloomsbury Arden Shakespeare,81.33
King Richard II,William Shakespeare/Andrew Gurr,240,11/30/1984,Cambridge University Press,94.87
Floating in My Mother's Palm,Ursula Hegi/John Collier/Francine Kass,192,7/3/1998,Touchstone,69.34
Tearing the Silence: On Being German in America,Ursula Hegi,304,7/3/1998,Touchstone,56.4
Paint it Black,Janet Fitch,387,9/1/2006,Little Brown and Company,52.14
The Tempest,William Shakespeare/Peter Hulme/William H. Sherman,355,12/23/2003,W. W. Norton & Company,91.99
The Day of the Tempest (Dragonlance: Dragons of a New Age  #2),Jean Rabe,352,8/1/2002,Wizards of the Coast,96.66
A Tempest,Aimé Césaire/Richard Miller,69,5/1/2002,Theatre Communications Group,15.92
A Midsummer Night's Dream,William Shakespeare/Harold F. Brooks,312,9/6/1979,Arden Shakespeare,77.09
A Midsummer Night's Dream (SparkNotes Literature Guide),SparkNotes/William Shakespeare,64,1/10/2002,SparkNotes,81.58
A Midsummer Night's Dream,William Shakespeare/R.A. Foakes,168,4/28/2003,Cambridge University Press,39.93
Minuit dans le jardin du bien et du mal,John Berendt,388,6/6/1998,Pocket,98.1
Les Essais (mis en français moderne par Claude Pinganaud),Michel de Montaigne,806,9/14/2002,Arléa,65.44
Cliffs Notes on Hugo's Les Miserables,Amy L. Marsland,120,11/1/1968,Cliffs Notes,20.64
Les Misérables,Victor Hugo/Norman Denny,1232,3/25/1982,Penguin Classics,95.06
Hamlet in Purgatory,Stephen Greenblatt,344,9/15/2002,Princeton University Press,81.01
From Hinton to Hamlet: Building Bridges between Young Adult Literature and the Classics,Sarah K. Herz/Donald R. Gallo,256,9/1/2005,Greenwood,49.5
Hamlet,William Shakespeare/Burton Raffel/Harold Bloom,249,9/10/2003,Yale University Press,18.05
Hamlet  Prince of Denmark,William Shakespeare/Philip Edwards/Robert Hapgood,270,4/21/2003,Cambridge University Press/The New Cambridge Shakespeare,85.24
Romeo & Juliet,William Shakespeare/Roma Gill,142,5/26/2005,Oxford University Press,73.18
Romeo and Juliet,William Shakespeare/Paul D. Moliken,111,3/1/2003,Prestwick House,67.5
Romeo and Juliet,William Shakespeare/G. Blakemore Evans/Thomas Moisan,278,5/1/2003,Cambridge University Press,25.21
Shakespeare's Romeo and Juliet,William Shakespeare/Karin Jacobson/Sidney Lamb,231,5/8/2000,Hungry Minds,22.78
Romeo and Juliet (SparkNotes Literature Guide),SparkNotes/Brian  Phillips/William Shakespeare,88,1/10/2002,SparkNotes,90.49
Romeo and Juliet,William Shakespeare/René Weis,350,7/15/2012,Bloomsbury Arden Shakespeare,50.3
La Petite Fille du Lac,Christina Schwarz/Marie-Hélène Sabard,363,3/6/2003,Robert Laffont,79.15
South of the Border  West of the Sun,Haruki Murakami/Philip Gabriel,213,3/14/2000,Vintage,69.26
Clock of the Long Now: Time and Responsibility: The Ideas Behind the World's Slowest Computer,Stewart Brand,208,4/6/2000,Basic Books,37.38
Jessica's Bad Idea (Sweet Valley Twins and Friends  #31),Francine Pascal/Jamie Suzanne,104,8/1/1989,Bantam,72.67
How to Win Friends and Influence People,Dale Carnegie,268,4/6/2006,Vermilion,38.53
How to Win Friends and Influence People,Dale Carnegie,256,3/31/1994,Cedar Books,90.52
How to Win Friends and Influence People for Teen Girls,Donna Dale Carnegie,208,6/2/2005,Simon  Schuster,25.36
Naked Economics: Undressing the Dismal Science,Charles Wheelan,288,9/17/2003,W. W. Norton  Company,91.46
The Naked Warrior: Master the Secrets of the Super-Strong - Using Bodyweight Exercises Only,Pavel Tsatsouline,218,1/1/2010,Dragon Door Publications,7.7
The Naked Ape: A Zoologist's Study of the Human Animal,Desmond Morris,256,4/13/1999,Delta,7.29
There's No Toilet Paper . . . on the Road Less Traveled: The Best of Travel Humor and Misadventure,Doug Lansky,216,11/16/2005,Travelers' Tales,35.32
Kitchen Confidential: Adventures in the Culinary Underbelly,Anthony Bourdain,312,1/9/2007,Ecco/Harper Perennial,48.91
More Than You Know: Finding Financial Wisdom in Unconventional Places,Michael J. Mauboussin,268,4/21/2006,Columbia University Press,84.39
Searching for God Knows What,Donald Miller,246,10/11/2004,Thomas Nelson,53.32
The More Than Complete Hitchhiker's Guide (Hitchhiker's Guide  #1-4 + short story),Douglas Adams,624,11/1/1989,Longmeadow Press,3.33
Hitchhiker's Guide To The Galaxy: The Filming of the Douglas Adams classic,Robbie Stamp/Paul Simpson,184,4/22/2005,Newmarket Press,29.75
Different Seasons,Stephen King,560,10/1/1983,Futura,43.5
It's Called a Breakup Because It's Broken: The Smart Girl's Break-Up Buddy,Greg Behrendt/Amiira Ruotola (-Behrendt),276,9/5/2006,Harmony,37.01
Jennifer Government,Max Barry,352,2/5/2004,Abacus,70.1
Mama Day,Gloria Naylor,312,4/23/1989,Vintage,22.56
A Feather on the Breath of God,Sigrid Nunez,192,12/27/2005,Picador,92.41
Mitz The Marmoset of Bloomsbury,Sigrid Nunez,128,2/15/2007,Soft Skull Press,84.32
War with the Newts,Karel Čapek/M. Weatherall/R. Weatherall/Ivan Klíma,348,10/7/1996,Northwestern University Press,43.64
Parallel Worlds: A Journey through Creation  Higher Dimensions  and the Future of the Cosmos,Michio Kaku,361,2/14/2006,Anchor,8.17
Key Lime Pie Murder (Hannah Swensen  #9),Joanne Fluke,342,7/31/2007,Kensington Publishing Corporation,25.87
Cherry Cheesecake Murder (Hannah Swensen  #8),Joanne Fluke,382,2/1/2007,Kensington Publishing Corporation,89.75
Peach Cobbler Murder (Hannah Swensen  #7),Joanne Fluke,384,2/1/2006,Kensington,69.87
Strawberry Shortcake Murder (Hannah Swensen  #2),Joanne Fluke,320,2/2/2002,Kensington,63.73
Lemon Meringue Pie Murder (Hannah Swensen  #4),Joanne Fluke,352,2/1/2004,Kensington,49.12
Fluke: Or  I Know Why the Winged Whale Sings,Christopher Moore,321,6/15/2004,Harper,68.07
Sugar Cookie Murder (Hannah Swensen  #6),Joanne Fluke,380,10/1/2005,Kensington Publishing Corporation,2.06
Chocolate Chip Cookie Murder (Hannah Swensen  #1),Joanne Fluke,436,9/1/2006,Kensington,74.04
Blueberry Muffin Murder (Hannah Swensen  #3),Joanne Fluke,310,2/1/2003,Kensington,39.12
The Wolf Shall Dwell With the Lamb: A Spirituality for Leadership in a Multicultural Community,Eric H.F. Law,144,1/1/1993,Chalice Press,15.97
Focus: The Future of Your Company Depends on It,Al Ries/Laura Ries,320,9/27/2005,Harper Business,19.45
Positioning: The Battle for Your Mind,Al Ries/Jack Trout,246,1/18/2001,McGraw-Hill Education,73.18
The 22 Immutable Laws of Marketing: Violate Them at Your Own Risk,Al Ries/Jack Trout,143,4/27/1994,Harper Business,81
Horse Sense: How to Pull Ahead on the Business Track,Al Ries/Jack Trout,240,3/1/1992,Plume,15.7
You Suck (A Love Story  #2),Christopher Moore,328,1/16/2007,William Morrow,80.41
Bloodsucking Fiends (A Love Story  #1),Christopher Moore,300,6/1/2004,HarperCollins,56.42
Island of the Sequined Love Nun,Christopher Moore,325,5/25/2004,Harper Perennial,57.62
A Dirty Job (Grim Reaper  #1),Christopher Moore,387,3/21/2006,William Morrow,31.57
Practical Demonkeeping (Pine Cove  #1),Christopher Moore,256,5/25/2004,Perennial / William Morrow / HarperCollins,48.17
The Lust Lizard of Melancholy Cove (Pine Cove  #2),Christopher Moore,304,5/25/2004,William Morrow Paperbacks,89.97
Granta 7,Bill Buford/Clive Sinclair/Graham Swift/Martin Amis/Rose Tremain/A.N. Wilson/Pat Barker/Julian Barnes/Ursula Bentley/William Boyd/Buchi Emecheta/Alan Judd/Maggie Gee/Kazuo Ishiguro/Adam Mars-Jones/Ian McEwan/Shiva Naipaul/Philip Norman/Christopher Priest/Salman Rushdie/Lisa St. Aubin de Terán,320,4/1/2013,Granta Books,77.47
Will Eisner's New York: Life in the Big City (The New York Tetralogy  #1-4),Will Eisner/Neil Gaiman,421,10/17/2006,W. W. Norton  Company,87.15
Graphic Storytelling and Visual Narrative,Will Eisner,164,10/1/1996,Poorhouse Press,74.7
The Best of the Spirit,Will Eisner/Neil Gaiman,187,11/1/2005,DC Comics,28.38
The Plot: The Secret Story of the Protocols of the Elders of Zion,Will Eisner/Stephen Eric Bronner/Umberto Eco/Sergei Nilus,160,5/17/2006,W. W. Norton  Company,24.66
Will Eisner Sketchbook,Will Eisner,200,2/3/2004,Dark Horse Comics,90.66
The Conquering Sword of Conan (Conan the Cimmerian  #3),Robert E. Howard/Gregory Manchess/Patrice Louinet,416,11/29/2005,Del Rey,46.35
Conan and the Demons of Khitai,Akira Yoshida/Pat Lee/Paul Lee/C.B. Cebulski,90,7/25/2006,Dark Horse Books,32.38
Call of Cthulhu: Horror Roleplaying (Call of Cthulhu RPG),Sandy Petersen/Lynn Willis,320,3/30/2005,Chaosium,71.22
The Call of Cthulhu and Other Weird Stories,H.P. Lovecraft,420,7/25/2002,Penguin Books,28.81
The Keeper's Companion 2: Prohibition  Firearms  Tomes  & Creatures (Call of Cthulhu RPG),Lynn Willis/Brian M. Sammons/Adam Gauntlett/William Dietze/Greg Henrikson/Charles P. Zaglanis/J. Gordon Olmstead-Dean/M.J. Lempert/James Crowder,170,12/1/2002,Chaosium,69.81
Secrets of New York (Call of Cthulhu RPG),William    Jones,180,6/12/2005,Chaosium,20.37
The Keeper's Companion Vol. 1 (Call of Cthulhu RPG),Keith Herber/Brian M. Sammons/William Dietze/Chaosium Inc.,208,9/15/2003,Chaosium,73.52
Secrets of San Francisco: A 1920s Sourcebook for the City by the Bay (Call of Cthulhu RPG),Cody Goodfellow,189,4/1/2006,Chaosium,19.32
Miskatonic University: Dire Secrets & Campus Life (Call of Cthulhu RPG),Sam Johnson/Sandy Antunes,242,10/12/2005,Chaosium,64.86
Call of Cthulhu: Horror Roleplaying (Call of Cthulhu RPG),Sandy Petersen/Lynn Willis,288,1/1/2000,Chaosium,23.31
Shadows of Yog-Sothoth (Call of Cthulhu RPG),Sandy Petersen,180,8/15/2004,Chaosium,38.31
Song of Cthulhu: Tales of the Spheres Beyond Sound,Stephen Mark Rainey/H.P. Lovecraft/Ramsey Campbell/Edward P. Berglund/Fred Chappel/Caitlín R. Kiernan/Thomas F. Montelone/E.A. Lustig/Brian McNaughton/William R. Trotter,211,12/3/2005,Chaosium,1.09
Twenty Thousand Leagues Under the Sea (Extraordinary Voyages  #6),Jules Verne/Anthony Bonner,394,4/1/2002,Barnes & Noble,6.08
One Thousand White Women: The Journals of May Dodd (One Thousand White Women  #1),Jim Fergus,434,2/15/1999,St. Martin's Griffin,28.89
The White Man's Burden: Why the West's Efforts to Aid the Rest Have Done So Much Ill and So Little Good,William Easterly,436,3/1/2007,Penguin Books,74.57
The Elements of Style,William Strunk Jr./E.B. White,128,9/3/1999,Pearson,57.84
Dracula,Bram Stoker,449,4/28/1994,Penguin Books,44.36
Happy Hour at Casa Dracula (Casa Dracula  #1),Marta Acosta,314,7/4/2006,Pocket Books,65.27
Frankenstein,Mary Wollstonecraft Shelley/Susan J. Wolfson,431,7/1/2006,Pearson,14.27
World War One British Poets: Brooke  Owen  Sassoon  Rosenberg and Others,Candace Ward,71,4/22/1997,Dover Publications,22.37
World War II: A Short History,Michael J. Lyons,343,6/19/2003,Routledge,71.55
A Short History of World War I,James L. Stokesbury,352,2/1/1981,William Morrow Paperbacks,95.44
Collected Stories  Vol. 2,Richard Matheson/Stanley Wiater/Jack Finney/George Clayton Johnson,453,3/25/2005,Gauntlet Press,7.12
Nightmare At 20 000 Feet,Richard Matheson/Stephen King,336,1/5/2002,Tor Books,78.13
Earthbound,Logan Swanson/Richard Matheson,223,4/16/2005,Tor Books,26.86
Hell House,Richard Matheson,301,7/1/2004,Severn House Publishers,92.4
Noir: Three Novels of Suspense,Richard Matheson,385,10/1/2005,Forge Books,67.23
7 Steps to Midnight,Richard Matheson,320,7/18/2003,Forge Books,42.01
Duel,Richard Matheson/Ray Bradbury,400,1/4/2003,Tor Books,39.54
What Dreams May Come,Richard Matheson,288,1/1/2004,Tor Books,61.51
Richard Matheson's Hell House  Book 2,Ian Edginton/Simon Fraser,48,3/15/2005,IDW Publishing,41.01
Bloodlines,Richard Matheson/Mark Dawidziak,520,1/1/2007,Gauntlet Press,54.42
The Bridegroom,Ha Jin,240,9/11/2001,Vintage,6.53
Under the Red Flag,Ha Jin,224,6/1/1998,Steerforth,98.8
Ocean of Words,Ha Jin,205,7/28/1998,Vintage,98.2
The Bridegroom,Ha Jin,225,10/4/2001,Vintage,47.77
In the Pond,Ha Jin,160,1/3/2002,Vintage,76.73
